SponsorID|SponsorTypes|SponsorName
GM04397|C|AGRICULTURAL RESEARCH ORGANIZATION
GM04398|C|BAYER CROPSCIENCE LP
GM04399|C|TUBERCULOSIS FOUNDATION OF VIRGINIA
GM044|C|APOLLO BIOPHARMACEUTICS INC
GM0440|C|TEXAS INSTRUMENTS INC
GM04400|C|SOUTHERN SOYBEAN RESEARCH PROGRAM
GM04401|C|WATEREUSE FOUNDATION
GM04402|C|HUMANE SOCIETY OF THE UNITED STATES
GM04403|C|UF PROTON THERAPY INSTITUTE
GM04404|C|KAIROS MICROSYSTEMS
GM04405|C|AK-TENAMIT
GM04406|C|SCHLUMBERGER FND
GM04407|C|FUNDACION GUATEMALA
GM04408|C|XIMENEZ-FATIO MUSEUM
GM04409|C|MARS
GM0441|C|THERADEX
GM04410|C|TRANSGENERON THERAPEUTICS INC
GM04411|C|GATES FOU|C| BILL & MELINDA
GM04412|C|SHANDS TEACHING HOSPITAL HOUSESTAFF
GM04413|C|GENERAL ELECTRIC AVIATION
GM04414|C|ALSTOM TRUBINE TECHNOLOGY
GM04415|C|FL ASSO OF PLANNED PARENTHOOD AFFILIATES
GM04416|C|HEALTH & AGING POLICY FELLOWS
GM04417|C|GLOBAL SOLAR  ENERGY
GM04418|C|US DEPT ENERGY SAVANNAH RIVER NATL LAB
GM04419|C|OTOMEDICINE
GM0442|C|THERATECH INC
GM04420|C|FEDERAL RESERVE BANK OF ATLANTA
GM04421|C|CANCER RESEARCH INSTITUTE
GM04422|C|NEW ENGLAND LIFE SCIENCE GROUP
GM04423|C|PARRY AMERICAN
GM04424|C|YM BIOSCIENCES
GM04425|C|MISSOURI UNIV OF SCIENCE AND TECHNOLOGY
GM04426|C|ASTROPHYSICAL RESEARCH CONSORTIUM
GM04427|C|PNEUMA PHARMACEUTICALS
GM04428|C|WALTER REED ARMY MEDICAL CENTER
GM04429|C|ARYSTA LIFESCIENCE
GM0443|C|THERION BIOLOGICS CORP
GM04430|C|NU-POWER TECHNOLOGIES
GM04431|C|PATHFINDER THERAPEUTICS
GM04432|C|MRD ASSOCIATES
GM04433|C|AMERICAN SURGICAL ASSOCIATION
GM04434|C|CALIFORNIA STATE UNIVERSITY FULLERTON
GM04435|C|FL BOARD GOV TECH RES SCHOLARSHIP BOARD
GM04436|C|AM SOC FOR MASS SPECTROMETRY
GM04437|C|AM HOLISTIC VETERINARY MEDICAL ASSO
GM04438|C|FL DEPT OF TRANSP OFFICE OF CONSTRUCTION
GM04439|C|FL ASSO OF PUBLIC HEALTH NURSES
GM0444|C|THRIFT DRUG COMPANY
GM04440|C|FL NURSES ASSOCIATION
GM04441|C|LAWRENCE LIVERMORE NATL LABORATORY
GM04442|C|NCR CORPORATION
GM04443|C|CUREVAC
GM04444|C|OCEANUS
GM04445|C|FAK INHIBITORS
GM04446|C|SELF-STERILIZE
GM04447|C|BCI ENGINEERS & SCIENTISTS
GM04448|C|RARE DISEASE THERAPEUTICS
GM04449|C|CITY OF PALATKA
GM0445|C|TORO COMPANY
GM04450|C|QUALI-PRO
GM04451|C|CERES
GM04452|C|KASIMA MEDICAL DEVELOPMENT AB
GM04453|C|INST FOR BUSINESS & HOME SAFETY
GM04454|C|STREM CHEMICALS
GM04455|C|ST VINCENTS CATHOLIC MEDICAL CENTERS
GM04456|C|PHASE 5
GM04457|C|ANTISOMA RESEARCH
GM04458|C|PRIDE GARDEN PRODUCTS
GM04459|C|AMERICAN HEMEROCALLIS SOCIETY
GM0446|C|TRAVENOL LAB
GM04460|C|METAGENICS
GM04461|C|AM COLL OF SPORTS MEDICINE FOU
GM04462|C|BEAT IT
GM04463|C|US DEPT OF ENERGY IDAHO NATL LABORATORY
GM04464|C|INST APPL PHYS OF RUSSIAN ACAD SCIENCE
GM04465|C|MARINE MAMMAL COMMISSION
GM04466|C|HELEN HAY WHITNEY FOU
GM04467|C|EUROPEAN SOC OF VETERINARY DERMATOLOGY
GM04468|C|ST BALDRICK'S FOUNDATION
GM04469|C|QUINTELL
GM0447|C|TROPICANA PRODUCTS INC
GM04470|C|HUBBS-SEAWORLD RESEARCH INSTITUTE
GM04471|C|NEUROVISTA
GM04472|C|UNIV OF CENTRAL FL RESEARCH FOU
GM04473|C|CENTRAL LIFE SCIENCES
GM04474|C|EUROFINS AGRISEARCH AMERICAS
GM04475|C|MOMENTA PHARMACEUTICALS
GM04476|C|AMERICAN ASSO OF UNIVERSITY WOMEN
GM04477|C|INTERNATIONAL ASSO FOR THE STUDY OF PAIN
GM04478|C|GLAXO SMITHKLINE - CROATIA
GM04479|C|JUVANTIA PHARMA
GM0448|C|TRW INC
GM04480|C|WIOPTIX
GM04481|C|AMERICAN GERIATRICS SOCIETY
GM04482|C|EASTERN RESEARCH GROUP
GM04483|C|EMD SERONO
GM04484|C|UNIV OF ZURICH
GM04485|C|FRONTLINE/WORLD
GM04486|C|AM ACAD OF IMPLANT DENTISTRY RES FOU
GM04487|C|FL EDUCATION FUND
GM04488|C|ADHEREX TECHNOLOGIES INC
GM04489|C|AGA MEDICAL CORPORATION
GM0449|C|US BIOMATERIALS CORP
GM04490|C|HIRSHBERG FOU FOR PANCREATIC CANCER RES
GM04491|C|HEREDITARY HEMORRHAGIC TELANGIECTASIA FD
GM04492|C|ULTRAHINET
GM04493|C|US ANTI-DOPING AGENCY
GM04494|C|VENTUS MEDICAL
GM04495|C|NATL ASSO OF CONSERVATION DISTRICTS
GM04496|C|TEXAS ANALOG CENTER
GM04497|C|KV PHARMACEUTICALS
GM04498|C|LINCOLN INSTITUTE OF LAND POLICY
GM04499|C|HESPERION US
GM045|C|APPLIED RESEARCH ASSOCIATES
GM0450|C|US BORAX AND CHEMICAL CORP
GM04500|C|FOUNDATIONAL QUESTIONS INSTITUTE
GM04501|C|AMER UROLOGICAL ASSOCIATION FOUNDATION
GM04502|C|KINGFISHER BIOTECH
GM04503|C|NATL COUNCIL FOR SCIENCE & ENVIRONMENT
GM04504|C|LIFELINE SCIENTIFIC
GM04505|C|BARD ELECTROPHYSIOLOGY
GM04506|C|NEI CORPORATION
GM04507|C|VIETNAMESE MINISTRY OF EDUC & TRAINING
GM04508|C|GOV OF VIETNAM
GM04509|C|TOWER HILL INSURANCE GROUP
GM0451|C|US CORRECTIONS CORP
GM04510|C|ANIMAL BEHAVIOR SOCIETY
GM04511|C|ALBA THERPEUTICS
GM04512|C|ABBOTT CARDIOVASCULAR SYSTEMS
GM04513|C|POWDERMET
GM04514|C|FL ENERGY & CLIMATE COMMISSION
GM04515|C|DREXEL UNIVERSITY
GM04516|C|QUALIA CLINICAL SERVICES
GM04517|C|AEROSPACE CORPORATION
GM04518|C|NATL NEUROVISION RESEARCH INST
GM04519|C|AM SHOULDER & ELBOW SURGEONS
GM0452|C|US STEEL CORP AGRICHEMICALS
GM04520|C|INSTITUTO BIOCLON S.A. DE C.V.
GM04521|C|ALMAC DIAGNOSTICS
GM04522|C|PENUMBRA
GM04523|C|M & M SYSTEMS
GM04524|C|ELAN PHARMACEUTICAL
GM04525|C|DJO
GM04526|C|LIPID NUTRITION
GM04527|C|ANYAR
GM04528|C|DEPAUL UNIVERSITY
GM04529|C|ADISSEO FRANCE SAS
GM0453|C|US SUGAR CORP
GM04530|C|CONSORTIUM FOR OCEAN LEADERSHIP
GM04531|C|TIBOTEC BVBA
GM04532|C|MERRILL LYNCH & CO
GM04533|C|NUTRICIA RESEARCH FOUNDATION
GM04534|C|CHIQUITA BRANDS INTERNATIONAL
GM04535|C|MYELODYSPLASTIC SYNDROMES FOU
GM04536|C|WORLD WILDLIFE FUND
GM04537|C|MD ANDERSON CANCER CTR ORLANDO
GM04538|C|KAISER PERMANENTE
GM04539|C|INDIAN RIVER CITRUS LEAGUE
GM0454|C|UNILEVER UNITED STATES INC
GM04540|C|TYLER'S HOPE FOR A DYSTONIA CURE
GM04541|C|TRUE RESEARCH FOUNDATION
GM04542|C|CITY OF DUNNELLON
GM04543|C|DOCOMO USA LABS
GM04544|C|NATL CENTER FOR STATE COURTS
GM04545|C|REALSENSE PROSPERITY CAMPAIGN
GM04546|C|QPUBLIC
GM04547|C|SPINEOLOGY
GM04548|C|VECENERGY BIDA
GM04549|C|AARHUS UNIV INST OF CLINICAL MEDICINE
GM0455|C|UNION CAMP CORP
GM04550|C|TOWN OF MARINELAND
GM04551|C|MADISON CNTY
GM04552|C|MADISON CNTY BOARD OF CNTY COMMISSIONERS
GM04553|C|META PROTEOMICS
GM04554|C|VALENS PHARMA
GM04555|C|STATE OF MISSISSIPPI
GM04556|C|MISSISSIPPI DEVELOPMENT AUTHORITY
GM04557|C|FLORATINE BIOSCIENCES
GM04558|C|WORLD MONUMENTS  FUND
GM04559|C|JBS INTERNATIONAL
GM0456|C|UNION CARBIDE CORP
GM04560|C|CALIFORNIA OLIVE COMMITTEE
GM04561|C|DARIFAIR FOODS CRM
GM04562|C|REPUBLIC OF KOREA
GM04563|C|CHUNGCHEONGNAM-DO AG RES & EXT SERV
GM04564|C|APT PHARMACEUTICALS|C| INC.
GM04565|C|CANCER EDUCATION CONSORTIUM
GM04566|C|BASELL POLYOLEFINE GMBH
GM04567|C|UNIVERSITY OF LOUISVILLE RES FOU
GM04568|C|THE SRT GROUP
GM04569|C|OCEAN CONSERVANCY
GM0457|C|UNIROYAL INC
GM04570|C|DRUG & ALCOHOL TESTING INDUSTRY ASSO
GM04571|C|FISHERIES SOC OF THE BRITISH ISLES
GM04572|C|LIDDY SHIVER SARCOMA INITIATIVE FUND
GM04573|C|FL ELECTRIC POWER COORDINATING GROUP
GM04574|C|SUNY DOWNSTATE MEDICAL CENTER
GM04575|C|ST CLOUD STATE UNIVERSITY
GM04576|C|COMPARATIVE GASTROENTEROLOGY SOCIETY
GM04577|C|NORTHEAST REGION SOYBEAN PROMOTION BOARD
GM04578|C|NATIONAL GEM CONSORTIUM
GM04579|C|HEALTH-E
GM0458|C|UNISTRY ASSOCIATES
GM04580|C|NEPHCURE FOUNDATION
GM04581|C|ASSO OF SCHOOLS OF PUBLIC HEALTH
GM04582|C|ASSO OF WOMEN'S HLTH|C|OBSTET|C|NEONATAL NUR
GM04583|C|NATL CTR FOR MANUFACTURING SCIENCES
GM04584|C|STMICROELECTRONICS WIRELESS SAS
GM04585|C|HUSSMANN CORPORATION
GM04586|C|PARION SCIENCES
GM04587|C|HEARTLAND RURAL HEALTH NEWORK
GM04588|C|MEDTRONIC NAVIGATION
GM04589|C|PARENT PROJECT MUSCULAR DYSTROPHY
GM0459|C|UNITED AGRI PRODUCTS
GM04590|C|ORANGE CNTY PUBLIC SCHOOLS
GM04591|C|NOVEXEL SA
GM04592|C|CITY OF FT MYERS
GM04593|C|ARIAD PHARMACEUTICALS
GM04594|C|FLORIDA'S GREAT NORTHWEST
GM04595|C|VA INSTITUTE OF MARINE SCIENCE
GM04596|C|UNILEVER FOODS & HEALTH RESEARCH INST
GM04597|C|CORNERSTONE THERAPEUTICS
GM04598|C|CITY OF BROOKSVILLE
GM04599|C|INCYTE CORPORATION
GM046|C|AQUATROLS CORP OF AMERICA
GM0460|C|UNITED TECHNOLO CORP OPTICAL SYSTEMS INC
GM04600|C|KING FAISAL SPECIALIST HOSPITAL AND RES
GM04601|C|CLINTON FOUNDATION|C| WILLIAM J
GM04602|C|VERTICAL PARTNERS
GM04603|C|NATL HISTORICAL PUBLICATIONS  RECORD COM
GM04604|C|UNIV OF TORONTO
GM04605|C|NATL ENDOWMENT FOR FINANCIAL EDUCATION
GM04606|C|NONINVASIVE MEDICAL TECHNOLOGIES
GM04607|C|ZELOS THERAPEUTICS
GM04608|C|CENTRE HOSP DE L'UNIVERSITE DE MONTREAL
GM04609|C|WALMART FOUNDATION
GM0461|C|UNITED TECH CORP PRATT AND WHITNEY
GM04610|C|UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO
GM04611|C|MUSTARD PRODUCTS AND TECHNOLOGIES
GM04612|C|FANCONI ANEMIA RESEARCH FUND
GM04613|C|UNIVERSITY OF GENEVA
GM04614|C|US DEPT DEF NATL GEOSPATIAL INTEL AGENCY
GM04615|C|TOSHIBA AMERICA MEDICAL SYSTEMS
GM04616|C|AM SOC FOR METABOLIC & BARIATRIC SURGERY
GM04617|C|SIGNALSCAPE
GM04618|C|BEDOUKIAN RESEARCH
GM04619|C|NSOLGEL
GM0462|C|UNIVERSAL LEAF TOBACCO ROYSTER COMPANY
GM04620|C|OIL-DRY CORPORATION
GM04621|C|UNIVERSITY OF CYPRUS
GM04622|C|US DEPT DEF ARMED FORCES INST PATHOLOGY
GM04623|C|ALACHUA CNTY PUBLIC WORKS DEPT
GM04624|C|URETEK ICR
GM04625|C|KARL STORZ ENDOSCOPY
GM04626|C|WORLD COCOA FOUNDATION
GM04627|C|CLINICAL RESEARCH MANAGEMENT
GM04628|C|N AMER POLLINATOR PROTECTION CAMPAIGN
GM04629|C|IMMUCELL CORPORATION
GM0463|C|UPJOHN COMPANY
GM04630|C|FL HOSPITAL ASSOCIATION
GM04631|C|PHARMACEUTICAL RES MANUFACT OF AMER  FOU
GM04632|C|CAMERON INTERNATIONAL
GM04633|C|LOS ALAMOS NATL SECURITY
GM04634|C|LOS ALAMOS NATL LABORATORY
GM04635|C|MOLECULES FOR HEALTH
GM04636|C|PETROALGAE
GM04637|C|STRATEGIC PROGRAM FOR ASTHMA RESEARCH
GM04638|C|UNIVERSITIES RESEARCH ASSOCIATION
GM04639|C|OSMOPHARM USA
GM0464|C|VALENT USA CORP
GM04640|C|VENTRACOR USA
GM04641|C|SISKIN CHILDREN'S INSTITUTE
GM04642|C|ALNYLAM PHARMACEUTICALS
GM04643|C|ABOVE FITNESS PRODUCTS
GM04644|C|UNIVERSITY OF SOUTH ALABAMA
GM04645|C|QUEST DIAGNOSTICS FOUNDATION
GM04646|C|SYNVISTA THERAPEUTICS
GM04647|C|SAP AMERICA
GM04648|C|SOLARSA
GM04649|C|HOPE FOR VISION
GM0465|C|VERTAC CHEMICAL CORP
GM04650|C|REHABILITATION NURSING FOUNDATION
GM04651|C|H. LUNDBECK A/S
GM04652|C|FERRING PHARMACEUTICALS
GM04653|C|PRENTICE|C| MIKE
GM04654|C|US DRY BEAN COUNCIL
GM04655|C|APPLIED SYSTEMS ENGINEERING
GM04656|C|DS MANAGEMENT
GM04657|C|ACADEMIC PEDIATRIC ASSOCIATION
GM04658|C|CORNET - CONTINUITY RES NETWORK
GM04659|C|NANOMECH
GM0466|C|VICKSBURG CHEMICAL COMPANY
GM04660|C|CHINA NATL COMPLETE PLANT IMPORT & EXPOR
GM04661|C|RUHR-UNIVERSITAT BOCHUM
GM04662|C|BRANDT CONSOLIDATED
GM04663|C|SASKATCHEWAN PULSE GROWERS
GM04664|C|LAMBERT TECHNOLOGIES
GM04665|C|FL BLUEBERRY GROWERS ASSOCIATION
GM04666|C|ADVANCED TECHNOLOGY & RESEARCH
GM04667|C|JANUS DEVELOPMENT GROUP
GM04668|C|ROCHE ORGAN TRANSPLANTATION RES FOU
GM04669|C|LIFECYCLE PHARMA
GM0467|C|VISTAKON
GM04670|C|NESTLE PURINA PETCARE GLOBAL RESOURCES
GM04671|C|ARCADIS U.S.
GM04672|C|SC LIVER RESEARCH CONSORTIUM
GM04673|C|BARLOW SCIENTIFIC
GM04674|C|ALNARA PHARMACEUTICALS
GM04675|C|LSI
GM04676|C|NATIONAL 4-H COUNCIL
GM04677|C|ETHICON ENDO-SURGERY
GM04678|C|K2M
GM04679|C|BAYER HEALTHCARE PHARMACEUTICALS
GM0468|C|WACKENHUT CORRECTIONS CORP
GM04680|C|SPIRATION
GM04681|C|APPLIED & EXPERIMENTAL MICROBIOLOGY
GM04682|C|APPLIED TECHNOLOGY COUNCIL
GM04683|C|VIRTUAL PHANTOMS
GM04684|C|NATL DEVELOPMENT & RESEARCH INSTITUTES
GM04685|C|INDIAN INSTITUTE OF MANAGEMENT BANGALORE
GM04686|C|SHOCK SOCIETY
GM04687|C|EKR THERAPEUTICS
GM04688|C|INSTITUTES FOR BEHAVIOR RESOURCES
GM04689|C|CHESAPEAKE PERL
GM0469|C|WALGREEN COMPANY
GM04690|C|COLLEGE BOARD
GM04691|C|JOHN SNOW|C| INC
GM04692|C|PPI TECHNOLOGIES
GM04693|C|KING ABDULAZIZ UNIVERSITY
GM04694|C|SARASOTA CNTY SOLID WASTE DEPARTMENT
GM04695|C|KOREA INST OF SCIENCE & TECHNOLOGY
GM04696|C|MIDWEST POULTRY CONSORTIUM
GM04697|C|FOU FOR PHYSICAL MEDICINE & REHABILITATI
GM04698|C|CITY OF GRETNA
GM04699|C|NATHAN S KLINE INST FOR PSYCHIATRIC RES
GM047|C|ARCO CHEMICAL COMPANY
GM0470|C|WALT DISNEY WORLD CO
GM04700|C|STROMEDIX
GM04701|C|INVATEC
GM04702|C|PROJECT ORIANNE
GM04703|C|ORANGE & BLUE TEXTBOOKS
GM04704|C|PREMIER RESEARCH INTERNATIONAL
GM04705|C|EUSA PHARMA (USA)
GM04706|C|TROPICAL FRUIT SP
GM04707|C|OMEGA MEDICAL GRANTS ASSOCIATION
GM04708|C|NORDIC SUGAR A/S INNOVATION
GM04709|C|ARBOJET
GM0471|C|WALT DISNEY WORLD SPORTS ATTRACTIONS
GM04710|C|SEXING TECHNOLOGIES
GM04711|C|MIRACLE FRUIT EXCHANGE
GM04712|C|OREGON RESEARCH INSTITUTE
GM04713|C|US DEPT OF ENERGY NATL NUCLEAR SEC ADM
GM04714|C|NEW SOUTH ASSOCIATES
GM04715|C|CITY OF FORT LAUDERDALE
GM04716|C|CITY OF WHITE SPRINGS
GM04717|C|EAST COAST COMPOST
GM04718|C|LIBRARY OF CONGRESS
GM04719|C|CENTER FOR CONTEMPLATIVE MIND IN SOCIETY
GM0472|C|WALT DISNEY IMAGINEERING
GM04720|C|GTC NUTRITION
GM04721|C|ICT ORGANICS
GM04722|C|OAK MANAGEMENT
GM04723|C|FEDERAL REPUBLIC OF GERMANY
GM04724|C|SALK INSTITUTE
GM04725|C|CHORDOMA FOUNDATION
GM04726|C|GAUMARD SCIENTIFIC
GM04727|C|SPECIAL-LITE
GM04728|C|UNIV OF MANCHESTER
GM04729|C|ASCENSION ORTHOPAEDICS
GM0473|C|WARNER LAMBERT CO
GM04730|C|TWO BLADES FOUNDATION
GM04731|C|KERNEOS ALUMINATE TECHNOLOGIES
GM04732|C|CEM CORPORATION
GM04733|C|BROOKHAVEN NATIONAL LAB
GM04734|C|LALLEMAND
GM04735|C|PFIZER ANIMAL HEALTH
GM04736|C|LEGISLATIVE-CITIZEN COMM ON MN RESOURCES
GM04737|C|STEMNION INC.
GM04738|C|INTERNATIONAL PALM SOCIETY
GM04739|C|AGFA HEALTHCARE CORPORATION
GM0474|C|WARNER LAMBERT CO PARKE-DAVIS
GM04740|C|CHILDREN'S CANCER RESEARCH FUND
GM04741|C|HEAVY METAL DEVELOPMENT CORPORATION
GM04742|C|RAIN BIRD
GM04743|C|NATL FOU TO SUPPORT CELL TRANSPLANT RES
GM04744|C|INSTITUTE OF TURKISH STUDIES
GM04745|C|DENTSPLY TULSA DENTAL SPECIALTIES
GM04746|C|RELYPSA
GM04747|C|NEW YORK BOTANICAL GARDEN
GM04748|C|ASSO FOR FRONTOTEMPORAL DEMENTIAS
GM04749|C|NATL ATAXIA FOUNDATION
GM0475|C|WARNER LAMBERT CO PARKE-DAVIS PHARM RES
GM04750|C|AB SCIENCE
GM04751|C|ACCESS CLOSURE
GM04752|C|KAISER FOU RESEARCH INSTITUTE
GM04753|C|CHEMIMAGE CORPORATION
GM04754|C|COUGAR BIOTECHNOLOGY
GM04755|C|METHODIST HOSPITAL RESEARCH INSTITUTE
GM04756|C|SAFESLIDEBOARD
GM04757|C|WATSON PHARMACEUTICALS
GM04758|C|CHDI FOUNDATION
GM04759|C|SOUTHERN REGION RISK MGMT EDUCATION CTR
GM0476|C|WATER & AIR RESEARCH
GM04760|C|IVY FOUNDATION
GM04761|C|EARTH UNIVERSITY FOUNDATION
GM04762|C|BAT CONSERVATION INTERNATIONAL
GM04763|C|ILSI NORTH AMERICA
GM04764|C|MISSISSIPPI FOOD NETWORK
GM04765|C|RTI INTERNATIONAL
GM04766|C|PLEXTRONICS
GM04767|C|FIOTEC-FUND DESENV CIENT TECN EM SAUDE
GM04768|C|TAKEDA PHARMACEUTICAL COMPANY LIMITED
GM04769|C|BOWLING GREEN STATE UNIVERSITY
GM0477|C|WESTAT INC
GM04770|C|NOD APIARY PRODUCTS
GM04771|C|SMITHSONIAN TROPICAL RESEARCH INST
GM04772|C|EYEIC
GM04773|C|SILICONES ENVIRONMENTAL HLTH SAFETY COUN
GM04774|C|DANCE USA
GM04775|C|COMPLEWARE CORPORATION
GM04776|C|BIOSYNEXUS
GM04777|C|MID-BAY BRIDGE AUTHORITY
GM04778|C|DAN TERRY & ASSOCIATES
GM04779|C|INTL TECHNOLOGY CENTER
GM0478|C|WESTINGHOUSE ELECTRIC CORP
GM04780|C|THE SANFILIPPO CHILDREN'S RES FOU
GM04781|C|OSATO RESEARCH INSTITUTE
GM04782|C|GREEN CIRCLE BIOENERGY INC
GM04783|C|GUERBET
GM04784|C|CONSERVATION SCIENCE INC
GM04785|C|BLACK & VEATCH SPECIAL PROJECTS CORP
GM04786|C|QUARK PHARMACEUTICALS
GM04787|C|THE FAMILY CAFE
GM04788|C|WORLD TAEKWONDO FEDERATION
GM04789|C|CARDIOXYL PHARMA INC
GM0479|C|WESTINGHOUSE BETTIS POWER LABORATORY
GM04790|C|NANOSCALE CORPORATION
GM04791|C|SOLOPOWER
GM04792|C|C-CHANGE
GM04793|C|MOLNLYCKE HEALTH CARE AB
GM04794|C|CALRAM
GM04795|C|KRESGE FOUNDATION
GM04796|C|MOSAIC ATM
GM04797|C|THOME MEMORIAL FOU|C| EDWARD N & DELLA L
GM04798|C|CTI CLINICAL TRIAL SERVICES
GM04799|C|DIGITAL ENGINEERING & IMAGING
GM048|C|ARCO INTL OIL & GAS COMPANY
GM0480|C|WESTINGHOUSE SAVANNAH RIVER CO
GM04800|C|NAPNAP FOUNDATION
GM04801|C|PROFESSIONALS RESOURCE NETWORK
GM04802|C|GENETHON/ASSOC FRANCAISE CONTRE LES MYOP
GM04803|C|NOVO NORDISK
GM04804|C|AMERICA STEM CELL
GM04805|C|ZETETIC RESEARCH
GM04806|C|BIOWELL PTE
GM04807|C|CWI VISIONS USA
GM04808|C|GOLDEN STATE FOODS
GM04809|C|AMEWAS
GM0481|C|WESTINGHOUSE SAVANNAH RIV CO SAFETY MGMT
GM04810|C|E A SPORTS
GM04811|C|CVS/PHARMACY
GM04812|C|EUREKA SECRETARIAT
GM04813|C|INTERNATIONL SPINE INTERVENTION SOCIETY
GM04814|C|HILTI INC
GM04815|C|APPLIED PHYSICS LABORATORY
GM04816|C|BRAIN ANEURYSM FOU
GM04817|C|WAKUNAGA OF AMERICA CO
GM04818|C|ALPHA SCENTS
GM04819|C|ROAD SCIENCE
GM0482|C|WESTVACO CORP
GM04820|C|ALLERGAN SALES
GM04821|C|HEARTWARE
GM04822|C|JIFFY PRODUCTS OF AMERICA
GM04823|C|AMER PRODUCTIVITY & QUALITY CENTER
GM04824|C|REGADO BIOSCIENCES
GM04825|C|FURMAN UNIVERSITY
GM04826|C|OPHTHOTECH CORPORATION
GM04827|C|SURFPLASMA
GM04828|C|VIRAQUEST
GM04829|C|KAI SENSORS
GM0483|C|WEYERHAEUSER COMPANY
GM04830|C|GLORIA DEI FOUNDATION
GM04831|C|AMERICAN THORACIC SOCIETY
GM04832|C|THE OBESITY SOCIETY
GM04833|C|INTERNATIONAL ZINC ASSOC
GM04834|C|PERRIGO COMPANY
GM04835|C|DOBERMAN PINSCHER CLUB OF AMERICA
GM04836|C|G4 SYNERGETICS CORPORATION
GM04837|C|RHIZOGEN
GM04838|C|FANCAP
GM04839|C|BIPARTISAN POLICY CENTER
GM0484|C|XENON VISION INC
GM04840|C|CHROMATIN
GM04841|C|WELLFLORIDA COUNCIL
GM04842|C|BAYER CROPSCIENCE SA
GM04843|C|TRIBOLOGIX
GM04844|C|TEVA NEUROSCIENCE
GM04845|C|TUFTS UNIVERSITY
GM04846|C|MAX-PLANCK INST FOR BIOPHYSICAL CHEMISTR
GM04847|C|KCI
GM04848|C|PHOENIX ENVIRONMENTAL CARE
GM04849|C|ALZHEIMER'S DRUG DISCOVERY FOUNDATION
GM0485|C|YODER BROTHERS INC
GM04850|C|UBATEC S.A.
GM04851|C|HEALTHPOINT
GM04852|C|RECYCLED ENERGY DEVELOPMENT
GM04853|C|CITY OF ALACHUA
GM04854|C|SK HOLDINGS CO
GM04855|C|BLUEWAVE INDUSTRIES
GM04856|C|NANOPHOTONICA
GM04857|C|KONARKA TECHNOLOGIES
GM04858|C|ROYAL PHILIPS ELECTRONICS
GM04859|C|PHILIPS CONSUMER LIFESTYLE
GM0486|C|ZENECA PHARMACEUTICALS
GM04860|C|ADVANCED TECHNOLOGY INTERNATIONAL
GM04861|C|OIA NORTH AMERICA
GM04862|C|MEDTRONIC VASCULAR
GM04863|C|FOGARTY INTERNATIONAL CLINICAL RESEARCH
GM04864|C|VERITROMICS
GM04865|C|UNIVERSIDAD POLITECNICA DE MADRID
GM04866|C|KINGDOM OF SPAIN
GM04867|C|IDAHO TECHNOLOGY
GM04868|C|TEMPLETON FOU|C| JOHN
GM04869|C|SAVANNAH RIVER NUCLEAR SOLUTIONS
GM0487|C|ZINPRO CORP
GM04870|C|MEDIVATION
GM04871|C|SOCIETY OF THORACIC SURGEONS
GM04872|C|THE FOUNDRY
GM04873|C|SAVARA PHARMACEUTICALS
GM04874|C|EVONIK DEGUSSA GMBH
GM04875|C|NINSAR AGROSCIENCES SL
GM04876|C|NATL PALLIATIVE CARE RESEARCH CTR
GM04877|C|EMCORE CORPORATION
GM04878|C|TKC GLOBAL SOLUTIONS
GM04879|C|VITO-VLAAMSE INST VOOR TECH ONDERZOEK
GM0488|C|LOCKHEED MARTIN
GM04880|C|NATL FOU FOR CTRS FOR DIS CTRL & PREV
GM04881|C|CURE-CITIZENS UNITED FOR RES IN EPILEPSY
GM04882|C|UNITED SORGHUM CHECKOFF PROGRAM BOARD
GM04883|C|ADVANCED OXYGEN THERAPIES
GM04884|C|UNIVERSITY OF TAMPERE
GM04885|C|AMERICAN BURN ASSN
GM04886|C|MOVEMENT DISORDER SOCIETY
GM04887|C|JACKSON FTDN|C| HENRY M
GM04888|C|PORTLAND CEMENT ASSOCIATION
GM04889|C|BOEHRINGER INGELHEIM VETMEDICA
GM0489|C|LOCKHEED MARTIN SANDERS INC
GM04890|C|NUMODA
GM04891|C|INTL ASSO FOR THE STUDY OF LUNG CANCER
GM04892|C|MODELITHICS
GM04893|C|ACCELERATED COMM ONCOLOGY RES NETWORK
GM04894|C|UNIVERSITY OF BONN
GM04895|C|SCHOOL BOARD OF MIAMI-DADE CNTY
GM04896|C|AMERICAN SOC OF PEDIATRIC OTOLARYNGOLOGY
GM04897|C|ECOASSET SOLUTIONS
GM04898|C|CELATOR PHARMACEUTICALS
GM04899|C|FRIEDRICH'S ATAXIA RESEARCH ALLIANCE
GM049|C|ASTRA PHARMACEUTICAL PRODUCTS
GM0490|C|AT&T FOU
GM04900|C|ARGINETIX
GM04901|C|US DEPT OF AG NATL INST OF FOOD & AG
GM04902|C|ATHENS CLASSIC MARATHON
GM04903|C|FL MED MALPRACTICE JOINT UNDRWRTNG  ASSO
GM04904|C|STOLLER ENTERPRISES
GM04905|C|ATLANTIC HEALTH SYSTEM HOSPITAL CORP
GM04906|C|ANCHOR PUBLISHING
GM04907|C|SEATTLE BIOMEDICAL RESEARCH INSTITUTE
GM04908|C|GULF CITRUS GROWERS ASSOC
GM04909|C|SAXON GLASS TECHNOLOGIES
